"year" "q7a" "q7b" "q7c" "q7d" "q102a" "q102b" "q102c" "q102d" "q102e" "q102f" "q102g" "q104" "q105" "q106" "q107" "gender" "age" "degree" "sei" "ops" "marital" "q135" "n"
1992 3 4 2 2 1 1 1 1 1 1 1 4 2 2 3 "Female" 29 "High school" 16 21 1 200 4
1992 3 8 2 2 1 2 1 2 1 2 2 4 2 1 8 "Male" 60 "Less than high school" 23 38 1 430 4
1992 4 4 2 2 1 2 1 2 2 2 2 4 1 1 3 "Female" 35 "High school" 59 49 1 700 6
1992 3 2 2 2 1 1 1 1 1 1 1 4 3 1 3 "Male" 25 "Less than high school" 41 43 1 250 6
1992 3 2 2 2 1 2 1 2 1 2 2 4 2 2 2 "Male" 26 "Less than high school" 23 38 1 200 5
1992 2 3 3 2 1 1 1 1 1 1 1 4 3 1 3 "Female" 35 "Less than high school" 23 38 1 300 6
1992 2 2 3 2 1 8 1 2 1 2 2 4 2 1 2 "Male" 31 "Less than high school" 23 38 0 15 1
1992 8 2 2 2 8 8 8 8 8 8 8 4 8 8 2 "Female" 82 "Less than high school" 23 38 1 200 2
1992 3 2 2 2 1 1 1 1 1 1 1 4 1 1 2 "Male" 49 "Less than high school" 21 15 1 250 4
1992 3 3 2 2 1 2 1 2 8 2 2 2 1 1 2 "Female" 72 "Less than high school" 23 38 1 250 3
1992 8 8 2 2 1 8 1 1 1 8 2 4 8 8 2 "Male" 60 "Less than high school" 16 23 1 70 4
1992 3 2 2 2 1 1 1 1 1 1 1 8 1 8 2 "Female" 62 "Less than high school" 23 38 1 250 4
1992 4 2 1 1 1 2 1 2 8 8 8 4 1 1 4 "Female" 29 "Less than high school" 23 38 1 250 6
1992 4 3 3 1 1 1 1 1 1 1 1 4 1 8 2 "Female" 35 "More than high school" 25 17 1 300 5
1992 2 8 2 1 1 8 1 1 1 2 2 1 1 1 2 "Female" 51 "Less than high school" 23 38 1 190 5
1992 3 2 1 1 1 2 1 1 1 2 2 4 1 1 1 "Female" 42 "Less than high school" 23 38 1 150 7
1992 8 8 8 8 1 2 1 8 1 8 2 8 8 1 8 "Male" 65 "Less than high school" 23 38 1 20 2
1992 NA NA 1 1 1 2 1 2 1 2 2 8 1 1 2 "Female" 42 "Less than high school" 23 38 1 170 5
1992 4 2 1 1 1 2 1 8 8 8 2 1 1 8 1 "Female" 62 "Less than high school" 23 38 1 150 7
1992 3 2 2 1 8 2 1 8 1 8 8 4 1 1 2 "Female" 73 "Less than high school" 23 38 1 150 2
1992 4 2 1 1 1 8 1 8 1 8 8 8 8 8 1 "Male" 65 "Less than high school" 34 43 1 200 2
1992 3 3 2 1 1 8 1 2 1 2 2 4 1 1 2 "Female" 38 "Less than high school" 34 43 1 270 4
1992 2 4 1 2 1 2 1 2 1 2 2 4 8 8 3 "Female" 45 "More than high school" 66 57 1 350 4
1992 4 8 1 1 1 8 1 2 1 2 2 4 1 1 3 "Female" 32 "Less than high school" 43 32 1 200 5
1992 4 3 1 3 1 1 1 1 1 1 2 4 1 1 3 "Male" 47 "High school" 54 46 1 500 4
1992 4 2 1 1 1 2 1 2 1 8 2 1 1 1 4 "Female" 37 "Less than high school" 32 25 1 230 4
1992 3 8 2 1 1 2 1 8 1 2 2 1 1 1 2 "Female" 58 "High school" 23 38 1 190 3
1992 3 2 2 1 1 1 1 1 1 8 1 4 2 8 2 "Female" 31 "High school" 38 50 1 400 4
1992 1 3 3 3 1 1 1 1 1 1 1 4 1 4 2 "Male" 34 "More than high school" 29 37 1 450 3
1992 1 2 3 3 1 1 1 1 1 8 8 3 3 3 2 "Male" 34 "High school" 25 42 0 440 7
1992 3 2 2 2 1 1 1 1 1 8 1 4 4 4 4 "Female" 35 "High school" 45 39 1 320 4
1992 3 2 1 1 1 1 1 1 1 1 1 3 3 8 1 "Male" 47 "Less than high school" 31 22 0 200 2
1992 2 3 2 3 1 1 1 1 1 1 1 4 1 4 3 "Female" 37 "More than high school" 39 41 0 NA 3
1992 1 1 1 1 1 1 1 1 1 2 1 4 1 1 1 "Male" 69 "Less than high school" 30 31 0 78 1
1992 4 2 2 2 1 2 1 1 1 2 2 4 4 4 1 "Male" 75 "Less than high school" 43 32 0 120 1
1992 4 3 2 2 1 8 1 8 1 2 2 4 1 8 4 "Female" 86 "Less than high school" 29 29 0 130 1
1992 1 2 3 3 1 8 1 1 1 2 2 1 1 8 2 "Female" 56 "High school" 51 49 1 390 4
1992 3 3 1 1 1 1 1 1 1 2 2 2 1 1 2 "Male" 53 "High school" 54 46 1 360 4
1992 2 2 2 1 8 8 8 8 8 8 8 2 2 8 1 "Female" 49 "High school" 25 17 1 900 6
1992 1 4 2 3 1 1 1 1 1 1 1 4 2 1 4 "Male" 42 "High school" 29 34 0 400 3
1992 3 4 2 3 8 8 1 8 8 8 8 4 3 3 3 "Female" 46 "More than high school" 38 50 1 450 4
1992 4 2 1 1 1 1 1 1 1 1 1 4 1 1 1 "Male" 41 "Less than high school" 34 38 1 104 3
1992 2 1 1 1 1 8 1 8 1 2 2 4 2 4 2 "Male" 45 "More than high school" 51 52 1 700 3
1992 2 3 3 8 1 1 1 1 1 1 1 4 3 3 2 "Female" 35 "Less than high school" 53 34 1 300 4
1992 1 3 1 2 1 1 1 1 1 1 1 4 4 4 2 "Female" 38 "More than high school" 65 54 1 350 2
1992 2 3 2 2 1 1 1 1 1 8 1 4 3 4 2 "Female" 31 "More than high school" 51 49 1 170 4
1992 3 1 1 1 1 1 1 1 1 1 1 3 3 3 2 "Female" 22 "High school" 53 53 1 600 7
1992 3 1 4 1 1 1 1 1 1 1 1 3 1 3 4 "Female" 79 "Less than high school" 32 25 0 140 2
1992 3 3 2 1 1 1 1 1 1 2 2 4 1 4 3 "Male" 47 "High school" 33 42 0 140 1
1992 3 2 1 1 1 8 1 8 1 8 8 4 2 8 2 "Female" 53 "Less than high school" 29 32 1 300 2
1992 3 2 1 1 2 1 1 1 1 2 2 2 2 1 1 "Female" 62 "Less than high school" 32 30 0 180 2
1992 8 8 8 8 1 1 1 1 1 1 1 4 4 4 4 "Female" 40 "Less than high school" 24 25 1 320 5
1992 3 2 1 1 2 2 2 2 2 2 2 1 1 1 1 "Female" 82 "Less than high school" 29 29 0 110 1
1992 2 3 2 2 1 8 1 8 1 8 8 8 1 1 2 "Female" 75 "Less than high school" 16 21 0 116 1
1992 2 3 3 1 1 1 1 1 1 1 1 4 1 1 1 "Male" 39 "High school" 24 27 1 320 4
1992 4 1 1 1 2 2 1 2 2 2 2 1 1 1 3 "Male" 25 "Less than high school" 38 36 1 180 4
1992 3 1 1 1 1 2 1 2 8 2 2 4 1 1 2 "Female" 40 "Less than high school" 43 32 1 270 4
1992 3 1 3 1 1 2 1 2 2 2 2 1 1 1 4 "Female" 69 "Less than high school" 27 20 1 200 2
1992 3 3 3 2 1 8 1 1 1 1 8 4 1 8 1 "Female" 40 "More than high school" 56 52 1 800 4
1992 4 3 2 1 1 1 1 2 1 2 2 4 1 2 3 "Male" 57 "Less than high school" 30 34 0 75 1
1992 3 3 3 1 1 1 1 1 8 8 8 4 8 3 8 "Male" 74 "Less than high school" 29 34 0 250 1
1992 2 3 2 1 8 2 2 2 2 2 2 1 1 4 3 "Female" 61 "Less than high school" 36 38 0 230 2
1992 2 2 2 1 1 8 2 8 1 2 2 1 1 1 1 "Female" 66 "Less than high school" 16 23 1 150 2
1992 4 4 1 1 1 2 1 2 1 2 2 4 1 8 3 "Female" 33 "High school" 53 34 1 170 5
1992 1 3 2 2 1 8 1 2 1 2 1 4 8 8 2 "Female" 43 "High school" 29 32 1 450 4
1992 4 1 2 1 2 2 2 2 2 2 2 1 1 1 1 "Female" 39 "Less than high school" 23 40 1 230 6
1992 8 1 1 1 2 2 2 2 2 2 2 8 1 1 1 "Male" 27 "Less than high school" 30 24 0 503 9
1992 3 1 2 1 1 2 1 1 1 2 2 4 1 1 1 "Female" 62 "Less than high school" 43 32 0 260 2
1992 3 3 2 2 2 2 2 2 2 2 2 2 1 1 2 "Female" 20 "More than high school" NA NA 0 500 4
1992 2 3 3 1 1 1 1 2 1 2 2 3 2 2 3 "Female" 31 "Less than high school" 37 24 1 110 5
1992 4 2 2 2 1 2 1 2 1 2 2 2 2 8 3 "Male" 47 "High school" 45 39 1 500 5
1992 2 1 2 2 2 2 2 2 2 2 2 3 2 1 2 "Male" 25 "Less than high school" 34 43 1 200 4
1992 3 2 1 1 1 2 1 2 1 2 2 2 2 1 3 "Female" 35 "High school" 38 44 1 300 4
1992 2 2 1 1 1 2 1 1 1 2 8 2 2 1 1 "Female" 50 "Less than high school" 27 20 1 280 4
1992 3 3 2 2 1 1 1 1 1 1 1 3 2 1 2 "Male" 34 "Less than high school" 40 38 0 74 1
1992 3 8 2 2 2 2 2 2 2 2 2 1 1 1 2 "Male" 80 "Less than high school" 27 20 1 300 2
1992 3 2 2 2 1 2 1 2 1 2 2 2 2 2 3 "Female" 30 "Less than high school" 45 40 0 98 2
1992 3 2 2 1 1 1 1 1 1 1 1 8 8 1 2 "Female" 54 "Less than high school" 30 24 1 250 3
1992 1 4 3 3 8 2 1 2 1 2 2 2 2 2 2 "Female" 60 "Less than high school" 16 23 0 260 4
1992 2 8 2 2 8 8 1 8 1 1 8 3 3 2 1 "Male" 40 "Less than high school" 29 33 1 170 4
1992 2 2 2 1 1 2 1 1 1 2 2 2 2 1 3 "Male" 37 "Less than high school" 33 40 1 1000 4
1992 3 2 2 2 2 2 2 2 2 2 2 1 1 1 8 "Female" 73 "Less than high school" NA NA 0 160 2
1992 2 2 3 2 1 2 1 1 1 2 2 3 2 1 2 "Male" 37 "Less than high school" 23 38 1 350 8
1992 2 2 3 2 1 2 1 8 1 2 2 4 1 1 2 "Male" 30 "High school" 56 52 0 250 1
1992 3 2 1 1 1 2 1 2 1 2 2 4 1 4 2 "Male" 56 "High school" 38 50 1 360 2
1992 2 3 2 1 1 8 1 8 1 8 8 4 1 1 2 "Male" 44 "High school" 33 42 1 200 4
1992 8 8 1 1 2 1 1 1 1 1 1 4 2 1 3 "Male" 36 "Less than high school" 43 32 1 300 4
1992 3 1 1 1 2 2 1 1 1 1 2 2 1 1 1 "Male" 41 "High school" 30 34 1 500 6
1992 2 8 8 2 1 2 1 2 8 2 2 4 1 4 1 "Male" 28 "Less than high school" 16 23 1 200 5
1992 1 NA 1 1 2 2 2 2 2 2 2 1 1 1 3 "Male" 60 "Less than high school" 16 23 1 99 3
1992 8 3 2 2 1 1 1 1 1 1 1 4 2 1 3 "Male" 42 "Less than high school" 29 31 1 93 5
1992 2 3 2 3 1 1 1 1 1 1 1 4 3 4 2 "Female" 21 "High school" 43 32 0 250 4
1992 1 8 8 2 1 2 1 2 1 2 2 3 1 8 1 "Female" 41 "Less than high school" 16 21 0 200 9
1992 3 2 1 1 2 2 2 2 8 2 2 2 1 1 3 "Female" 32 "More than high school" 38 50 1 175 3
1992 3 1 1 1 1 2 1 2 8 2 2 2 1 8 2 "Male" 47 "Less than high school" 32 29 1 250 7
1992 3 2 2 2 1 2 1 2 2 2 2 8 8 8 3 "Male" 74 "Less than high school" 32 29 1 120 2
1992 4 1 1 1 2 2 1 2 8 2 2 1 1 1 1 "Female" 70 "Less than high school" 16 23 0 90 1
1992 3 2 2 1 1 1 1 1 1 1 1 4 4 3 1 "Male" 43 "Less than high school" 40 38 0 170 3
1992 1 1 1 1 2 2 2 2 2 2 2 1 2 1 1 "Female" 63 "Less than high school" NA NA 1 190 2
1992 3 3 2 2 1 1 1 1 1 2 2 3 1 1 1 "Female" 41 "Less than high school" 23 40 1 130 6
1992 2 2 3 3 1 2 1 1 1 2 2 1 1 1 3 "Female" 19 "Less than high school" 34 21 0 400 4
1992 4 4 2 2 1 1 1 1 1 1 1 4 1 1 4 "Female" 30 "Less than high school" 43 32 1 260 4
1992 3 1 1 1 1 2 1 2 1 2 2 4 1 4 1 "Female" 49 "Less than high school" 34 21 1 260 2
1992 3 2 2 2 1 2 1 2 1 2 1 4 1 2 2 "Male" 32 "High school" 38 47 1 210 4
1992 3 2 1 1 1 2 1 2 1 1 1 3 1 4 4 "Female" 34 "High school" 43 49 1 180 4
1992 1 4 1 1 1 1 1 1 1 1 1 4 1 4 4 "Female" 51 "Less than high school" 30 37 0 220 2
1992 2 3 1 1 1 1 1 1 1 1 1 3 1 1 2 "Female" 40 "Less than high school" 25 42 1 300 3
1992 2 2 1 1 1 1 1 1 1 1 2 4 1 1 4 "Male" 40 "More than high school" 43 32 1 200 4
1992 1 4 1 4 1 1 1 1 1 1 1 4 1 4 4 "Female" 44 "More than high school" 49 46 1 2000 3
1992 2 3 2 2 1 1 1 1 1 1 2 3 2 3 2 "Male" 52 "More than high school" 85 73 1 750 4
1992 4 3 4 1 1 2 1 1 1 1 2 4 1 2 2 "Female" 28 "Less than high school" 32 25 1 300 4
1992 2 3 2 2 2 2 2 2 2 2 2 1 1 1 3 "Female" 65 "Less than high school" 32 25 1 533 8
1992 1 2 2 1 2 2 2 2 2 2 2 4 1 1 3 "Female" 67 "Less than high school" 23 38 1 375 11
1992 2 4 2 3 1 1 1 1 1 1 1 4 1 4 4 "Female" 42 "High school" 52 38 0 83 2
1992 1 3 2 2 1 2 1 8 1 2 2 2 1 4 4 "Female" 33 "High school" 55 50 1 400 5
1992 1 1 4 3 1 1 1 1 1 2 2 2 1 1 1 "Male" 47 "High school" 45 39 1 350 3
1992 2 8 2 2 1 8 1 1 1 2 2 4 1 8 3 "Female" 21 "Less than high school" 25 42 1 130 3
1992 4 2 1 1 1 1 1 1 1 1 1 4 1 4 2 "Male" 62 "Less than high school" 40 38 1 207 2
1992 3 2 2 2 8 2 8 8 2 2 8 3 1 8 1 "Male" 64 "Less than high school" 22 24 1 270 2
1992 4 2 2 2 1 1 1 1 1 1 8 1 1 1 2 "Female" 59 "Less than high school" 30 31 0 180 2
1992 3 3 2 2 1 1 1 1 1 1 1 4 3 8 2 "Female" 39 "Less than high school" 32 30 0 340 4
1992 3 2 2 2 1 1 1 1 1 1 1 4 1 1 4 "Female" 65 "Less than high school" 27 20 0 190 3
1992 2 3 3 3 1 2 2 2 2 2 1 4 2 2 3 "Male" 25 "High school" 79 56 0 160 1
1992 3 3 3 3 1 1 1 1 1 1 1 1 1 4 3 "Male" 22 "More than high school" NA NA 0 45 1
1992 2 3 2 2 1 1 1 1 1 1 1 4 1 1 3 "Female" 33 "High school" 61 51 1 140 3
1992 2 2 2 2 2 2 1 2 2 2 2 1 1 1 3 "Male" 25 "Less than high school" 29 31 1 180 4
1992 3 8 2 2 1 2 1 2 1 2 2 4 1 1 3 "Male" 20 "Less than high school" NA NA 1 110 6
1992 2 3 2 2 1 1 1 1 1 1 1 4 2 3 2 "Female" 44 "High school" 39 33 0 210 4
1992 3 3 3 3 1 1 1 1 1 2 2 4 1 1 3 "Male" 26 "High school" 48 46 0 1000 4
1992 3 2 2 2 1 2 1 1 1 2 2 4 1 1 2 "Male" 32 "Less than high school" 30 32 1 230 5
1992 2 2 2 2 1 1 1 1 1 1 1 4 1 1 3 "Male" 40 "Less than high school" 26 32 1 260 5
1992 2 4 3 3 1 1 1 8 1 1 1 4 4 1 2 "Female" 37 "High school" 51 49 1 500 4
1992 2 3 3 3 1 1 1 1 1 1 1 4 1 3 2 "Female" 18 "Less than high school" NA NA 0 800 4
1992 3 3 2 2 1 1 1 1 1 1 1 8 1 1 3 "Male" 57 "Less than high school" 40 38 1 330 2
1992 3 2 1 1 1 2 1 2 1 2 2 1 1 1 1 "Female" 73 "Less than high school" 25 42 1 90 3
1992 2 8 2 2 1 1 1 1 1 1 8 3 2 2 2 "Male" 40 "High school" 50 54 1 600 4
1992 3 8 1 1 1 1 1 1 1 1 1 4 1 2 3 "Female" 26 "Less than high school" 27 20 1 300 3
1992 2 2 2 2 1 1 1 1 1 2 8 2 2 2 3 "Female" 80 "High school" 23 38 1 200 2
1992 2 2 2 2 1 1 1 1 1 1 1 4 2 2 3 "Female" 67 "Less than high school" 34 21 1 250 3
1992 2 2 2 2 2 2 1 2 1 2 2 3 3 1 3 "Female" 67 "High school" 43 49 0 260 2
1992 3 3 1 1 1 2 1 2 1 2 2 4 3 1 2 "Male" 44 "Less than high school" 30 31 1 300 5
1992 2 3 3 2 1 1 1 1 1 1 1 4 2 1 2 "Female" 34 "High school" 38 44 0 95 1
1992 2 4 4 2 1 2 1 1 1 1 2 4 4 4 4 "Male" 23 "More than high school" NA NA 0 570 3
1992 3 2 1 1 1 8 1 8 8 8 8 4 1 1 2 "Female" 43 "Less than high school" 25 29 0 150 5
1992 2 3 2 2 1 1 1 1 1 1 1 4 1 1 3 "Female" 44 "High school" 32 30 1 200 2
1992 3 8 2 2 8 2 1 2 8 2 2 2 2 1 3 "Female" 41 "High school" 54 46 0 300 3
1992 2 3 3 3 1 2 1 1 1 1 2 2 1 8 3 "Male" 77 "Less than high school" 32 30 1 260 2
1992 3 4 2 8 1 1 1 1 1 1 1 4 1 3 3 "Female" 42 "More than high school" 66 62 1 700 3
1992 3 3 2 2 1 2 1 2 1 2 2 3 1 4 3 "Female" 50 "High school" 51 49 1 1000 4
1992 3 2 2 1 1 1 1 1 1 1 1 2 1 1 4 "Female" 65 "Less than high school" 23 38 0 400 4
1992 2 8 3 4 1 8 1 8 8 8 8 4 1 4 4 "Female" 58 "Less than high school" 23 38 1 170 9
1992 2 8 2 2 NA NA NA NA NA NA NA NA NA 8 3 "Female" 26 "Less than high school" 24 22 1 150 6
1992 3 2 1 1 1 1 1 8 1 8 8 4 1 4 4 "Male" 51 "Less than high school" 23 38 0 360 3
1992 4 3 2 1 2 8 1 8 8 8 8 4 4 4 2 "Male" 20 "Less than high school" NA NA 0 290 4
1992 2 8 1 1 1 2 1 1 1 2 2 1 1 1 3 "Female" 55 "Less than high school" 23 38 1 240 7
1992 3 8 1 1 1 2 1 8 1 2 2 1 1 1 2 "Male" 69 "Less than high school" 23 38 1 130 2
1992 3 3 3 2 1 2 8 2 2 2 2 4 1 1 2 "Male" 23 "Less than high school" 40 40 0 175 4
1992 1 3 1 1 1 2 1 1 1 2 1 4 3 2 2 "Male" 69 "Less than high school" 30 20 1 350 4
1992 4 8 4 3 2 2 8 8 2 2 2 8 8 8 2 "Female" 65 "Less than high school" 23 38 1 250 3
1992 4 2 2 2 2 2 2 2 2 2 2 4 1 1 3 "Female" 51 "Less than high school" NA NA 1 120 2
1992 3 2 1 2 1 2 1 2 2 2 2 3 1 1 3 "Male" 22 "Less than high school" 35 43 0 NA 5
1992 1 2 2 1 8 2 8 2 2 2 2 1 1 1 3 "Female" 65 "Less than high school" 38 50 1 260 2
1992 3 2 1 1 1 2 2 2 1 2 2 4 1 3 2 "Male" 23 "Less than high school" 29 31 1 450 5
1992 3 2 2 2 1 2 1 1 1 1 2 1 1 1 2 "Male" 61 "Less than high school" 23 38 0 270 6
1992 2 4 3 2 1 1 1 1 1 1 2 4 1 1 2 "Male" 60 "Less than high school" 30 34 1 260 4
1992 8 8 2 2 1 2 1 1 1 2 2 1 1 1 8 "Female" 33 "Less than high school" 24 25 0 285 4
1992 3 2 2 2 8 8 1 1 1 8 8 2 3 2 8 "Male" 19 "Less than high school" NA NA 0 450 7
1992 2 4 3 2 1 1 1 1 1 2 2 4 1 1 3 "Male" 34 "Less than high school" 34 33 1 210 4
1992 1 2 3 1 1 2 1 1 1 2 2 4 1 1 3 "Female" 40 "Less than high school" 32 25 1 420 7
1992 2 2 2 2 1 2 1 2 NA 8 2 1 1 1 3 "Female" 41 "Less than high school" 23 38 1 220 8
1992 2 4 2 2 1 2 1 2 2 2 2 1 1 1 3 "Female" 20 "High school" 45 40 0 420 6
1992 3 3 1 1 1 2 1 2 2 2 8 1 3 1 1 "Female" 39 "Less than high school" 29 32 1 150 5
1992 3 3 3 2 1 8 1 2 1 2 8 4 2 1 3 "Female" 29 "Less than high school" 20 19 0 100 4
1992 3 2 2 2 2 2 NA 1 2 2 2 1 1 1 1 "Female" 51 "Less than high school" 23 38 1 170 3
1992 2 2 3 2 2 2 1 2 2 2 2 4 4 1 3 "Female" 45 "Less than high school" 20 18 1 200 4
1992 3 2 2 2 1 2 1 2 2 2 2 2 1 1 2 "Male" 27 "Less than high school" 34 33 1 170 9
1992 3 8 2 2 1 1 1 1 1 2 2 4 2 1 4 "Male" 28 "Less than high school" 40 38 0 50 5
1992 2 8 3 8 1 2 1 2 1 2 2 4 1 1 2 "Male" 19 "Less than high school" NA NA 0 150 3
1992 2 3 3 3 1 2 1 2 1 2 2 4 1 1 2 "Female" 31 "High school" 55 46 1 260 5
1992 3 2 2 2 1 2 1 1 2 2 2 3 2 1 3 "Male" 39 "Less than high school" 23 38 1 250 8
1992 3 8 1 8 8 8 8 8 8 8 8 2 2 8 8 "Male" 72 "Less than high school" 21 15 0 100 10
1992 3 2 4 8 1 2 1 2 1 2 2 4 1 1 1 "Female" 21 "Less than high school" NA NA 0 120 5
1992 2 2 3 2 2 2 2 2 1 2 2 4 1 1 2 "Female" 56 "Less than high school" 23 38 1 70 9
1992 1 2 1 1 1 2 1 2 1 2 2 3 2 1 1 "Male" 40 "Less than high school" 33 42 1 370 8
1992 2 2 3 2 1 2 1 2 1 2 1 4 1 4 3 "Male" 34 "High school" 43 32 1 400 4
1992 2 8 2 2 1 2 1 2 1 2 2 1 1 1 4 "Male" 56 "Less than high school" 26 32 1 400 4
1992 4 1 1 1 1 2 1 1 2 2 2 4 1 4 2 "Female" 54 "Less than high school" 20 18 1 350 3
1992 1 4 1 1 1 2 1 2 1 1 1 4 1 1 8 "Female" 41 "Less than high school" 30 31 0 80 2
1992 4 2 1 1 8 8 8 8 8 8 8 3 8 1 2 "Male" 51 "Less than high school" 30 39 0 300 4
1992 2 2 1 1 2 2 1 2 2 2 2 1 1 1 1 "Male" 44 "Less than high school" 34 33 0 210 5
1992 4 8 1 1 1 2 1 1 1 8 8 3 1 1 3 "Male" 37 "Less than high school" 34 43 1 400 6
1992 3 2 2 2 1 2 2 2 2 2 2 1 1 1 2 "Female" 34 "Less than high school" 32 25 1 270 5
1992 3 8 2 1 1 2 1 2 2 2 2 1 1 1 1 "Male" 63 "Less than high school" 22 24 1 290 2
1992 1 2 1 1 1 2 1 8 1 2 2 1 1 1 2 "Female" 31 "Less than high school" 30 35 1 300 6
1992 1 2 1 1 1 1 1 1 1 1 1 4 1 1 2 "Female" 41 "Less than high school" 32 30 1 180 6
1992 2 8 2 1 1 1 1 8 1 2 2 3 1 1 2 "Male" 73 "Less than high school" 31 27 1 300 6
1992 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 "Male" 40 "Less than high school" 29 34 1 300 6
1992 3 3 3 2 1 2 1 2 1 2 1 4 1 1 1 "Male" 22 "Less than high school" 33 42 0 250 4
1992 2 3 1 1 1 2 1 2 2 2 2 4 1 4 2 "Female" 58 "Less than high school" 20 19 0 200 3
1992 2 1 1 2 1 2 1 2 1 2 2 3 1 1 1 "Male" 56 "Less than high school" 32 29 1 180 8
1992 3 3 2 2 8 2 2 2 2 2 2 2 1 1 2 "Male" 59 "Less than high school" 26 34 1 150 5
1992 2 3 2 2 1 1 1 1 1 1 1 4 4 4 2 "Male" 26 "High school" 33 34 1 300 5
1992 2 2 2 2 8 8 8 8 8 8 8 4 2 2 2 "Male" 19 "Less than high school" NA NA 0 75 7
1992 3 3 3 2 2 2 1 2 8 2 2 4 1 1 2 "Male" 69 "Less than high school" 23 38 1 50 2
1992 4 8 8 8 2 2 2 2 2 2 2 1 1 1 1 "Female" 58 "Less than high school" 23 38 0 20 1
1992 4 3 1 2 1 2 1 2 1 2 2 3 8 1 2 "Male" 78 "Less than high school" 51 45 0 240 1
1992 2 3 3 2 1 1 1 1 1 1 1 4 1 1 4 "Male" 40 "High school" 43 32 1 300 4
1992 2 2 2 1 8 2 8 2 1 2 2 8 1 1 2 "Female" 51 "High school" 29 31 1 300 5
1992 3 8 2 1 1 8 1 1 1 1 1 4 1 1 2 "Male" 57 "Less than high school" 40 40 1 160 5
1992 8 2 2 1 1 1 1 2 1 2 2 3 1 4 3 "Female" 20 "Less than high school" NA NA 0 250 4
1992 2 2 1 1 1 1 1 1 1 1 1 4 1 1 2 "Female" 46 "Less than high school" 43 32 0 120 2
1992 2 3 2 1 8 8 8 8 8 8 8 4 1 8 2 "Female" 37 "Less than high school" 32 25 1 250 4
1992 3 2 2 2 1 2 1 1 8 2 2 2 1 1 3 "Female" 80 "Less than high school" 20 18 0 170 2
1992 8 2 2 2 8 8 8 8 2 2 2 8 8 8 4 "Male" 94 "Less than high school" 22 24 0 370 5
1992 3 3 1 3 1 1 1 1 1 1 1 4 2 4 2 "Female" 39 "High school" 38 44 0 130 1
1992 3 2 2 1 1 1 1 1 1 2 2 4 2 2 3 "Male" 33 "More than high school" 55 48 0 390 2
1992 2 3 3 1 1 2 1 2 8 2 2 3 1 1 1 "Male" 31 "Less than high school" 16 23 1 230 5
1992 3 2 2 2 1 1 1 2 1 1 1 4 1 8 1 "Male" 33 "Less than high school" 30 31 1 360 4
1992 3 3 2 2 1 1 1 1 1 1 1 8 8 8 8 "Female" 32 "Less than high school" 45 37 1 300 4
1992 3 2 2 2 8 8 8 8 8 8 8 2 1 8 8 "Female" 69 "Less than high school" 23 38 0 370 2
1992 3 3 2 1 1 2 1 1 1 2 2 4 2 4 1 "Female" 19 "High school" NA NA 0 350 4
1992 2 2 3 1 1 2 1 2 1 2 2 3 2 1 2 "Male" 38 "High school" 40 38 1 350 4
1992 3 3 1 1 1 2 1 2 1 2 2 4 3 4 3 "Male" 25 "Less than high school" 34 33 0 1000 8
1992 2 3 8 2 1 1 1 1 1 1 1 4 2 4 2 "Female" 51 "Less than high school" 23 38 1 350 5
1992 3 2 1 1 1 2 1 2 1 2 2 1 1 1 2 "Male" 61 "Less than high school" 23 38 1 800 7
1992 2 3 3 2 1 1 1 1 1 1 1 4 3 4 2 "Male" 27 "High school" 43 49 1 600 6
1992 2 2 2 1 1 1 1 1 1 2 2 3 1 1 2 "Male" 45 "Less than high school" 23 38 1 650 4
1992 2 3 3 3 1 1 1 1 1 8 8 4 3 1 1 "Female" 37 "High school" 51 45 1 500 4
1992 3 8 2 2 1 8 1 1 1 8 8 4 3 3 3 "Female" 36 "Less than high school" 20 18 1 270 6
1992 1 1 1 1 1 1 1 1 1 2 1 4 2 2 3 "Male" 52 "Less than high school" 34 43 1 270 2
1992 3 3 3 2 1 1 1 1 1 1 1 4 1 4 2 "Female" 30 "Less than high school" 24 25 1 350 6
1992 3 3 2 1 1 1 1 1 1 8 8 4 1 8 2 "Male" 42 "High school" 49 47 0 130 1
1992 4 3 2 2 1 1 1 1 1 1 1 4 1 1 2 "Female" 45 "Less than high school" 32 25 0 150 1
1992 3 3 2 2 1 2 1 1 1 2 2 3 1 3 2 "Male" 44 "Less than high school" 23 38 1 65 2
1992 2 2 2 2 1 2 1 2 8 2 2 1 1 1 2 "Female" 49 "Less than high school" 23 38 1 150 5
1992 3 3 2 1 1 1 1 1 1 8 1 4 2 1 3 "Male" 75 "Less than high school" 23 38 1 170 4
1992 2 2 2 2 1 8 1 8 1 8 2 4 2 2 3 "Male" 37 "Less than high school" 23 38 1 50 6
1992 3 2 2 2 1 2 1 2 1 2 2 4 1 1 2 "Female" 71 "Less than high school" 23 38 0 80 7
1992 3 2 2 2 1 2 1 2 1 1 2 4 1 1 2 "Female" 32 "Less than high school" 29 29 1 350 7
1992 4 2 1 1 1 1 1 1 1 1 1 4 2 1 2 "Male" 64 "Less than high school" 27 35 0 73 1
1992 1 3 3 2 1 1 1 1 1 8 2 4 1 1 4 "Female" 61 "Less than high school" 43 32 1 350 2
1992 3 8 2 3 1 1 1 1 1 1 1 4 4 1 2 "Female" 31 "Less than high school" 25 42 1 62 4
