"pgssyear" "q7a" "q7b" "q7c" "q7d" "gender" "age"
1992 3 3 2 2 "Male" 30
1992 3 3 3 2 "Female" 28
1992 2 8 3 2 "Female" 32
1992 3 1 1 1 "Male" 44
1992 NA NA NA NA "Female" 56
1992 3 2 2 2 "Male" 25
1992 2 3 3 2 "Female" 59
1992 3 2 2 2 "Male" 51
1992 8 8 2 2 "Female" 45
1992 8 8 8 8 "Female" 68
1992 3 3 2 2 "Female" 40
1992 2 3 2 4 "Female" 19
1992 3 4 3 4 "Female" 57
1992 3 3 3 3 "Male" 33
1992 2 1 2 2 "Female" 37
1992 4 8 1 1 "Female" 33
1992 2 1 1 1 "Female" 69
1992 1 2 2 3 "Male" 24
1992 1 2 4 1 "Female" 49
1992 1 1 1 1 "Female" 47
1992 3 2 1 1 "Female" 33
1992 1 2 2 1 "Female" 37
1992 3 1 1 1 "Male" 39
1992 3 1 2 1 "Female" 35
1992 4 2 1 1 "Male" 49
1992 2 2 1 1 "Female" 22
1992 3 4 1 2 "Male" 37
1992 3 3 2 2 "Male" 33
1992 3 3 2 2 "Male" 30
1992 3 3 2 1 "Male" 40
1992 3 2 2 1 "Female" 53
1992 3 3 1 1 "Female" 50
1992 1 4 4 4 "Female" 22
1992 3 2 1 1 "Male" 61
1992 2 3 3 2 "Male" 36
1992 3 3 2 2 "Female" 55
1992 1 1 1 1 "Female" 44
1992 1 8 2 1 "Female" 37
1992 2 3 3 2 "Female" 40
1992 3 3 1 2 "Male" 37
1992 3 3 2 2 "Female" 27
1992 2 3 2 2 "Female" 19
1992 2 3 2 1 "Female" 34
1992 3 4 1 1 "Female" 44
1992 3 3 2 3 "Male" 32
1992 1 3 4 3 "Female" 37
1992 2 3 3 2 "Female" 45
1992 2 3 3 3 "Male" 35
1992 2 3 2 2 "Female" 69
1992 1 2 2 1 "Female" 62
1992 2 1 2 2 "Male" 27
1992 3 2 2 2 "Female" 57
1992 3 2 2 2 "Female" 80
1992 1 3 3 3 "Female" 24
1992 3 3 1 2 "Male" 24
1992 3 3 2 1 "Female" 43
1992 4 2 2 2 "Male" 56
1992 4 3 1 1 "Male" 35
1992 1 2 3 2 "Male" 38
1992 3 2 1 1 "Female" 69
1992 3 2 1 1 "Male" 56
1992 3 2 3 2 "Female" 32
1992 4 2 1 1 "Female" 69
1992 3 4 1 1 "Male" 36
1992 3 2 2 2 "Female" 26
1992 3 2 3 1 "Female" 35
1992 3 3 2 1 "Female" 47
1992 2 3 2 3 "Male" 29
1992 2 2 2 1 "Female" 37
1992 2 1 1 1 "Male" 67
1992 4 1 1 1 "Female" 75
1992 3 2 1 1 "Female" 24
1992 4 1 1 1 "Male" 51
1992 4 2 2 1 "Male" 20
1992 4 2 1 1 "Female" 54
1992 4 2 1 1 "Male" 66
1992 2 3 2 2 "Female" 33
1992 3 3 2 2 "Female" 52
1992 4 2 2 1 "Female" 49
1992 2 3 3 2 "Female" 35
1992 2 4 3 2 "Female" 23
1992 3 2 2 1 "Female" 77
1992 3 2 2 2 "Male" 63
1992 2 3 2 1 "Female" 43
1992 2 3 2 2 "Male" 44
1992 2 3 2 2 "Female" 52
1992 2 2 3 3 "Male" 47
1992 3 3 2 3 "Female" 59
1992 4 2 4 4 "Female" 53
1992 2 3 4 1 "Female" 51
1992 3 3 1 1 "Female" 33
1992 2 4 1 1 "Female" 56
1992 3 3 1 1 "Male" 41
1992 2 3 2 2 "Female" 23
1992 2 2 2 1 "Male" 40
1992 3 3 1 1 "Female" 39
1992 2 3 3 2 "Female" 33
1992 3 3 2 1 "Male" 40
1992 1 2 3 2 "Female" 35
1992 3 1 1 1 "Female" 39
1992 2 2 2 1 "Female" 62
1992 3 8 1 1 "Female" 42
1992 3 3 2 2 "Male" 20
1992 1 2 1 1 "Male" 45
1992 3 3 2 2 "Male" 71
1992 3 2 2 2 "Female" 44
1992 2 2 2 2 "Female" 51
1992 1 2 4 4 "Female" 22
1992 3 3 1 1 "Female" 66
1992 2 3 2 2 "Male" 30
1992 2 2 2 1 "Female" 39
1992 3 2 1 1 "Male" 37
1992 3 3 1 1 "Male" 64
1992 2 2 2 1 "Male" 72
1992 3 3 1 2 "Female" 70
1992 3 3 1 1 "Male" 61
1992 3 8 2 2 "Female" 57
1992 3 2 2 2 "Female" 39
1992 2 2 2 2 "Male" 68
1992 2 3 2 1 "Female" 39
1992 2 2 3 2 "Male" 63
1992 2 2 3 2 "Female" 41
1992 4 4 3 3 "Male" 49
1992 3 3 2 2 "Female" 67
1992 3 2 1 1 "Female" 54
1992 3 2 1 2 "Female" 63
1992 2 3 3 2 "Female" 61
1992 3 8 3 2 "Male" 38
1992 2 2 2 2 "Male" 62
1992 3 2 2 1 "Male" 64
1992 3 8 2 2 "Female" 63
1992 2 3 2 2 "Male" 19
1992 3 3 1 1 "Male" 58
1992 3 2 2 2 "Male" 24
1992 3 8 2 2 "Female" 62
1992 3 8 2 1 "Male" 70
1992 2 1 3 2 "Female" 58
1992 3 2 2 1 "Male" 57
1992 3 8 1 1 "Female" 46
1992 2 3 2 8 "Female" 48
1992 4 3 3 4 "Female" 36
1992 3 3 2 1 "Female" 39
1992 8 8 8 8 "Female" 71
1992 3 3 2 2 "Female" 62
1992 2 2 2 1 "Male" 26
1992 3 3 2 2 "Female" 33
1992 3 2 1 2 "Female" 64
1992 3 2 2 2 "Female" 69
1992 3 2 3 1 "Female" 33
1992 4 2 2 2 "Female" 23
1992 3 2 1 1 "Male" 61
1992 3 3 1 1 "Male" 67
1992 1 4 1 1 "Female" 52
1992 3 2 1 1 "Male" 73
1992 4 2 1 1 "Male" 45
1992 1 4 4 3 "Female" 48
1992 3 2 1 1 "Male" 41
1992 3 2 1 1 "Female" 81
1992 4 3 1 1 "Male" 56
1992 1 2 3 2 "Female" 24
1992 4 2 1 1 "Female" 67
1992 4 1 1 1 "Male" 64
1992 3 2 2 1 "Female" 73
1992 3 3 1 1 "Female" 52
1992 3 3 2 2 "Male" 21
1992 4 2 1 1 "Male" 43
1992 3 2 2 1 "Male" 57
1992 2 3 3 2 "Female" 35
1992 1 2 3 3 "Male" 64
1992 3 3 1 2 "Female" 61
1992 1 1 2 1 "Female" 35
1992 3 4 3 1 "Female" 45
1992 1 3 4 3 "Female" 46
1992 4 2 1 1 "Male" 44
1992 4 2 2 2 "Female" 63
1992 1 3 3 2 "Female" 61
1992 2 3 4 4 "Female" 31
1992 1 2 1 1 "Male" 79
1992 4 3 2 1 "Male" 35
1992 3 2 1 1 "Male" 59
1992 4 1 1 1 "Female" 56
1992 2 4 1 2 "Female" 62
1992 2 3 2 3 "Male" 66
1992 2 3 3 3 "Female" 39
1992 3 8 1 1 "Female" 47
1992 4 1 1 1 "Male" 59
1992 3 8 1 1 "Female" 36
1992 3 1 1 1 "Female" 64
1992 2 3 2 2 "Female" 56
1992 4 1 1 1 "Male" 68
1992 3 2 1 1 "Female" 52
1992 3 8 2 1 "Male" 70
1992 4 2 2 1 "Male" 64
1992 3 2 2 2 "Female" 77
1992 3 2 3 2 "Female" 27
1992 3 4 2 2 "Female" 28
1992 3 2 1 1 "Male" 62
1992 4 2 2 1 "Female" 60
1992 3 2 3 2 "Female" 73
1992 4 3 2 2 "Female" 35
1992 4 3 4 4 "Female" 57
1992 3 4 1 1 "Female" 65
1992 2 2 1 1 "Female" 73
1992 2 1 3 1 "Female" 21
1992 3 3 3 1 "Male" 27
1992 2 3 2 2 "Female" 40
1992 3 1 2 1 "Female" 46
1992 3 2 1 1 "Female" 37
1992 3 8 2 1 "Female" 68
1992 3 3 1 1 "Male" 29
1992 3 1 2 2 "Male" 30
1992 2 3 4 3 "Male" 37
1992 2 3 2 2 "Female" 38
1992 2 2 1 2 "Female" 42
1992 1 3 2 2 "Female" 27
1992 4 3 1 1 "Male" 61
1992 1 4 4 8 "Female" 56
1992 2 2 2 2 "Male" 34
1992 3 4 3 2 "Male" 38
1992 2 3 2 2 "Female" 53
1992 3 1 2 2 "Female" 38
1992 1 3 3 3 "Male" 60
1992 3 2 1 1 "Female" 35
1992 2 3 3 8 "Male" 29
1992 2 3 2 1 "Female" 41
1992 3 3 2 2 "Female" 39
1992 2 3 3 3 "Female" 19
1992 1 1 3 3 "Female" 30
1992 3 3 2 1 "Male" 51
1992 3 3 2 4 "Female" 37
1992 3 3 2 2 "Female" 40
1992 3 2 2 2 "Male" 20
1992 3 3 3 2 "Female" 34
1992 3 3 2 1 "Male" 53
1992 3 3 1 2 "Male" 31
1992 3 8 2 2 "Female" 36
1992 3 2 2 1 "Male" 43
1992 3 3 2 2 "Male" 45
1992 2 1 3 2 "Female" 29
1992 3 3 3 1 "Male" 44
1992 3 3 3 1 "Female" 59
1992 3 3 3 1 "Male" 71
1992 3 3 3 2 "Male" 40
1992 3 3 8 2 "Female" 38
1992 3 3 1 1 "Male" 60
1992 2 2 3 2 "Female" 41
1992 2 3 3 2 "Female" 59
1992 2 3 2 2 "Male" 44
1992 3 3 2 1 "Male" 53
1992 2 3 2 2 "Female" 44
1992 3 2 1 1 "Male" 68
1992 2 2 3 2 "Female" 36
1992 1 2 1 1 "Male" 50
1992 3 3 1 1 "Female" 50
1992 4 2 1 1 "Female" 44
1992 2 3 3 3 "Male" 26
1992 2 2 4 1 "Female" 39
1992 8 8 2 1 "Female" 82
1992 2 3 3 1 "Female" 57
1992 2 3 3 2 "Female" 21
1992 3 3 1 1 "Male" 54
1992 3 3 1 2 "Female" 39
1992 2 2 3 3 "Female" 28
1992 2 3 2 1 "Male" 68
1992 1 3 3 3 "Female" 21
1992 3 3 2 1 "Female" 36
1992 3 1 4 1 "Male" 44
1992 3 2 2 1 "Female" 41
1992 1 1 1 1 "Male" 39
1992 1 3 2 2 "Female" 58
1992 4 3 1 1 "Male" 70
1992 2 2 2 2 "Female" 30
1992 2 3 3 3 "Male" 44
1992 2 3 2 3 "Female" 41
1992 2 3 2 2 "Male" 35
1992 2 8 1 1 "Female" 93
1992 4 3 1 1 "Male" 60
1992 3 3 2 2 "Female" 53
1992 2 4 1 1 "Female" 39
1992 2 3 3 2 "Male" 34
1992 3 3 2 2 "Male" 57
1992 3 2 1 1 "Female" 60
1992 2 1 1 1 "Male" 55
1992 3 2 2 2 "Male" 63
1992 3 2 2 1 "Female" 66
1992 3 2 2 2 "Female" 54
1992 4 2 2 2 "Male" 76
1992 2 3 3 2 "Male" 20
1992 1 2 3 2 "Female" 53
1992 2 2 2 2 "Male" 37
1992 1 2 2 1 "Male" 51
1992 1 4 2 2 "Female" 43
1992 4 4 1 3 "Female" 47
1992 2 3 1 1 "Male" 63
1992 2 8 1 1 "Male" 26
1992 3 1 1 1 "Male" 43
1992 3 8 2 2 "Female" 80
1992 4 2 1 1 "Male" 44
1992 4 1 1 1 "Female" 56
1992 4 2 2 1 "Female" 69
1992 4 3 1 1 "Female" 30
1992 1 3 3 2 "Female" 35
1992 3 3 3 2 "Male" 23
1992 2 3 3 2 "Female" 60
1992 2 3 3 2 "Female" 66
1992 2 3 8 8 "Male" 33
1992 2 2 2 2 "Female" 43
1992 2 3 2 2 "Male" 34
1992 1 2 2 2 "Male" 33
1992 2 2 2 1 "Female" 33
1992 4 2 2 1 "Male" 58
1992 4 8 1 1 "Male" 53
1992 3 3 1 1 "Female" 41
1992 4 2 1 1 "Female" 53
1992 8 8 2 1 "Female" 45
1992 2 2 1 1 "Male" 69
1992 2 2 1 1 "Male" 42
1992 2 2 3 2 "Male" 40
1992 4 2 1 1 "Female" 56
1992 3 2 1 1 "Male" 40
1992 4 3 1 1 "Male" 32
1992 4 3 1 1 "Male" 43
1992 2 2 3 1 "Female" 45
1992 2 3 3 2 "Female" 65
1992 4 3 1 1 "Male" 44
1992 2 3 2 1 "Male" 27
1992 1 3 2 3 "Male" 33
1992 2 3 1 1 "Male" 43
1992 3 3 2 1 "Male" 29
1992 2 8 2 1 "Female" 51
1992 2 8 3 1 "Male" 76
1992 2 8 8 1 "Male" 63
1992 4 8 2 1 "Female" 20
1992 8 8 8 1 "Male" 74
1992 2 8 8 2 "Female" 64
1992 3 3 1 1 "Female" 25
1992 2 2 3 1 "Male" 30
1992 2 2 2 2 "Male" 42
1992 3 2 2 2 "Male" 43
1992 2 3 3 2 "Female" 41
1992 3 3 2 2 "Female" 40
1992 4 2 2 2 "Male" 38
1992 3 2 2 2 "Male" 30
1992 2 3 2 1 "Male" 29
1992 3 2 2 2 "Male" 66
1992 2 2 2 2 "Male" 26
1992 4 3 1 1 "Male" 35
1992 3 2 2 2 "Male" 51
1992 3 2 2 1 "Male" 55
1992 2 8 2 2 "Male" 43
1992 3 2 2 2 "Female" 34
1992 3 2 2 1 "Male" 43
1992 8 8 3 2 "Female" 18
1992 2 3 2 2 "Male" 74
1992 3 3 3 2 "Male" 37
1992 2 3 3 2 "Female" 41
1992 2 3 3 3 "Female" 84
1992 2 3 2 2 "Female" 34
1992 3 3 3 2 "Female" 34
1992 4 2 4 4 "Male" 43
1992 1 3 2 3 "Male" 28
1992 1 3 1 1 "Female" 66
1992 3 3 3 2 "Male" 27
1992 4 2 1 1 "Female" 66
1992 3 2 2 2 "Male" 51
1992 2 1 3 2 "Female" 51
1992 4 1 2 1 "Male" 35
1992 2 3 3 2 "Female" 45
1992 2 2 1 3 "Female" 26
1992 3 3 2 1 "Male" 37
1992 3 2 1 1 "Female" 59
1992 3 3 3 3 "Male" 20
1992 3 3 2 1 "Female" 47
1992 2 3 3 2 "Female" 51
1992 2 3 2 2 "Female" 55
1992 2 3 2 2 "Male" 44
1992 2 3 2 2 "Male" 44
1992 2 2 1 1 "Female" 31
1992 2 3 2 2 "Female" 40
1992 3 3 8 1 "Male" 38
1992 1 2 2 1 "Male" 23
1992 3 2 3 2 "Male" 30
1992 4 3 2 2 "Female" 39
1992 1 3 3 3 "Female" 25
1992 3 2 2 1 "Female" 92
1992 3 2 1 1 "Male" 68
1992 3 2 3 2 "Female" 19
1992 3 1 1 1 "Female" 29
1992 4 8 4 8 "Female" 72
1992 3 2 1 1 "Female" 60
1992 2 8 3 8 "Female" 37
1992 2 2 2 1 "Male" 59
1992 3 8 2 8 "Male" 35
1992 3 3 1 1 "Female" 38
1992 1 1 3 3 "Female" 58
1992 3 8 2 1 "Female" 55
1992 3 8 2 2 "Male" 24
1992 3 3 3 3 "Female" 63
1992 3 2 2 2 "Male" 18
1992 2 3 3 3 "Female" 39
1992 3 3 1 1 "Male" 50
1992 2 1 1 2 "Female" 39
1992 3 3 1 1 "Male" 57
1992 3 8 2 1 "Male" 57
1992 4 3 2 2 "Female" 35
1992 3 3 1 1 "Male" 41
1992 1 1 1 1 "Female" 27
1992 4 2 1 1 "Male" 74
1992 1 2 1 1 "Male" 63
1992 8 3 3 2 "Male" 21
1992 3 2 2 1 "Male" 27
1992 2 3 2 1 "Male" 39
1992 3 2 2 1 "Male" 72
1992 4 1 1 1 "Male" 64
1992 4 2 2 2 "Male" 44
1992 3 2 1 2 "Female" 34
1992 2 2 2 2 "Male" 22
1992 8 8 2 2 "Male" 42
1992 2 2 2 2 "Male" 51
1992 3 3 1 2 "Female" 27
1992 2 2 1 2 "Male" 27
1992 3 2 4 2 "Male" 45
1992 2 2 2 2 "Female" 24
1992 3 3 2 2 "Female" 35
1992 2 2 2 2 "Female" 19
1992 2 4 2 3 "Male" 36
1992 2 4 1 3 "Female" 21
1992 2 2 1 2 "Male" 45
1992 3 1 2 1 "Male" 52
1992 3 2 2 2 "Male" 48
1992 3 3 1 1 "Male" 44
1992 4 2 1 1 "Male" 91
1992 3 3 1 1 "Female" 40
1992 3 3 2 8 "Female" 45
1992 2 8 2 1 "Male" 25
1992 3 3 1 1 "Male" 21
1992 1 4 1 2 "Female" 60
1992 2 2 2 2 "Male" 69
1992 1 1 1 1 "Male" 60
1992 3 8 2 1 "Male" 84
1992 3 1 1 1 "Male" 34
1992 3 2 1 1 "Female" 77
1992 3 3 1 1 "Male" 30
1992 1 3 3 3 "Female" 55
1992 3 8 1 1 "Male" 73
1992 1 2 2 1 "Male" 65
1992 2 3 1 1 "Female" 32
1992 2 2 3 2 "Male" 22
1992 2 3 3 3 "Female" 59
1992 3 8 2 1 "Male" 38
1992 4 2 2 1 "Male" 22
1992 3 1 1 1 "Female" 78
1992 2 2 2 2 "Female" 34
1992 3 2 1 1 "Male" 47
1992 3 3 1 1 "Female" 46
1992 3 3 1 2 "Female" 47
1992 2 2 2 2 "Male" 66
1992 2 2 2 2 "Female" 46
1992 4 8 1 1 "Male" 24
1992 2 2 8 2 "Male" 33
1992 2 2 8 2 "Male" 83
1992 2 8 3 2 "Female" 49
1992 2 2 2 2 "Female" 58
1992 2 2 1 2 "Female" 50
1992 2 2 2 2 "Female" 33
1992 2 2 3 2 "Female" 82
1992 1 2 2 8 "Female" 37
1992 1 3 3 3 "Female" 49
1992 2 2 3 2 "Female" 31
1992 4 2 2 2 "Male" 54
1992 2 3 2 1 "Female" 22
1992 2 1 1 1 "Female" 72
1992 3 2 2 1 "Female" 62
1992 3 3 3 1 "Male" 27
1992 2 3 3 2 "Female" 30
1992 1 8 3 1 "Female" 65
1992 2 3 3 2 "Female" 21
1992 4 2 2 1 "Male" 46
1992 3 4 2 2 "Female" 29
1992 3 8 2 2 "Male" 60
1992 4 4 2 2 "Female" 35
1992 3 2 2 2 "Male" 25
1992 3 2 2 2 "Male" 26
1992 2 3 3 2 "Female" 35
1992 2 2 3 2 "Male" 31
1992 8 2 2 2 "Female" 82
1992 3 2 2 2 "Male" 49
1992 3 3 2 2 "Female" 72
1992 8 8 2 2 "Male" 60
1992 3 2 2 2 "Female" 62
1992 4 2 1 1 "Female" 29
1992 4 3 3 1 "Female" 35
1992 2 8 2 1 "Female" 51
1992 3 2 1 1 "Female" 42
1992 8 8 8 8 "Male" 65
1992 NA NA 1 1 "Female" 42
1992 4 2 1 1 "Female" 62
1992 3 2 2 1 "Female" 73
1992 4 2 1 1 "Male" 65
1992 3 3 2 1 "Female" 38
1992 2 4 1 2 "Female" 45
1992 4 8 1 1 "Female" 32
1992 4 3 1 3 "Male" 47
1992 4 2 1 1 "Female" 37
1992 3 8 2 1 "Female" 58
1992 3 2 2 1 "Female" 31
1992 1 3 3 3 "Male" 34
1992 1 2 3 3 "Male" 34
1992 3 2 2 2 "Female" 35
1992 3 2 1 1 "Male" 47
1992 2 3 2 3 "Female" 37
1992 1 1 1 1 "Male" 69
1992 4 2 2 2 "Male" 75
1992 4 3 2 2 "Female" 86
1992 1 2 3 3 "Female" 56
1992 3 3 1 1 "Male" 53
1992 2 2 2 1 "Female" 49
1992 1 4 2 3 "Male" 42
1992 3 4 2 3 "Female" 46
1992 4 2 1 1 "Male" 41
1992 2 1 1 1 "Male" 45
1992 2 3 3 8 "Female" 35
1992 1 3 1 2 "Female" 38
1992 2 3 2 2 "Female" 31
1992 3 1 1 1 "Female" 22
1992 3 1 4 1 "Female" 79
1992 3 3 2 1 "Male" 47
1992 3 2 1 1 "Female" 53
1992 3 2 1 1 "Female" 62
1992 8 8 8 8 "Female" 40
1992 3 2 1 1 "Female" 82
1992 2 3 2 2 "Female" 75
1992 2 3 3 1 "Male" 39
1992 4 1 1 1 "Male" 25
1992 3 1 1 1 "Female" 40
1992 3 1 3 1 "Female" 69
1992 3 3 3 2 "Female" 40
1992 4 3 2 1 "Male" 57
1992 3 3 3 1 "Male" 74
1992 2 3 2 1 "Female" 61
1992 2 2 2 1 "Female" 66
1992 4 4 1 1 "Female" 33
1992 1 3 2 2 "Female" 43
1992 4 1 2 1 "Female" 39
1992 8 1 1 1 "Male" 27
1992 3 1 2 1 "Female" 62
1992 3 3 2 2 "Female" 20
1992 2 3 3 1 "Female" 31
1992 4 2 2 2 "Male" 47
1992 2 1 2 2 "Male" 25
1992 3 2 1 1 "Female" 35
1992 2 2 1 1 "Female" 50
1992 3 3 2 2 "Male" 34
1992 3 8 2 2 "Male" 80
1992 3 2 2 2 "Female" 30
1992 3 2 2 1 "Female" 54
1992 1 4 3 3 "Female" 60
1992 2 8 2 2 "Male" 40
1992 2 2 2 1 "Male" 37
1992 3 2 2 2 "Female" 73
1992 2 2 3 2 "Male" 37
1992 2 2 3 2 "Male" 30
1992 3 2 1 1 "Male" 56
1992 2 3 2 1 "Male" 44
1992 8 8 1 1 "Male" 36
1992 3 1 1 1 "Male" 41
1992 2 8 8 2 "Male" 28
1992 1 NA 1 1 "Male" 60
1992 8 3 2 2 "Male" 42
1992 2 3 2 3 "Female" 21
1992 1 8 8 2 "Female" 41
1992 3 2 1 1 "Female" 32
1992 3 1 1 1 "Male" 47
1992 3 2 2 2 "Male" 74
1992 4 1 1 1 "Female" 70
1992 3 2 2 1 "Male" 43
1992 1 1 1 1 "Female" 63
1992 3 3 2 2 "Female" 41
1992 2 2 3 3 "Female" 19
1992 4 4 2 2 "Female" 30
1992 3 1 1 1 "Female" 49
1992 3 2 2 2 "Male" 32
1992 3 2 1 1 "Female" 34
1992 1 4 1 1 "Female" 51
1992 2 3 1 1 "Female" 40
1992 2 2 1 1 "Male" 40
1992 1 4 1 4 "Female" 44
1992 2 3 2 2 "Male" 52
1992 4 3 4 1 "Female" 28
1992 2 3 2 2 "Female" 65
1992 1 2 2 1 "Female" 67
1992 2 4 2 3 "Female" 42
1992 1 3 2 2 "Female" 33
1992 1 1 4 3 "Male" 47
1992 2 8 2 2 "Female" 21
1992 4 2 1 1 "Male" 62
1992 3 2 2 2 "Male" 64
1992 4 2 2 2 "Female" 59
1992 3 3 2 2 "Female" 39
1992 3 2 2 2 "Female" 65
1992 2 3 3 3 "Male" 25
1992 3 3 3 3 "Male" 22
1992 2 3 2 2 "Female" 33
1992 2 2 2 2 "Male" 25
1992 3 8 2 2 "Male" 20
1992 2 3 2 2 "Female" 44
1992 3 3 3 3 "Male" 26
1992 3 2 2 2 "Male" 32
1992 2 2 2 2 "Male" 40
1992 2 4 3 3 "Female" 37
1992 2 3 3 3 "Female" 18
1992 3 3 2 2 "Male" 57
1992 3 2 1 1 "Female" 73
1992 2 8 2 2 "Male" 40
1992 3 8 1 1 "Female" 26
1992 2 2 2 2 "Female" 80
1992 2 2 2 2 "Female" 67
1992 2 2 2 2 "Female" 67
1992 3 3 1 1 "Male" 44
1992 2 3 3 2 "Female" 34
1992 2 4 4 2 "Male" 23
1992 3 2 1 1 "Female" 43
1992 2 3 2 2 "Female" 44
1992 3 8 2 2 "Female" 41
1992 2 3 3 3 "Male" 77
1992 3 4 2 8 "Female" 42
1992 3 3 2 2 "Female" 50
1992 3 2 2 1 "Female" 65
1992 2 8 3 4 "Female" 58
1992 2 8 2 2 "Female" 26
1992 3 2 1 1 "Male" 51
1992 4 3 2 1 "Male" 20
1992 2 8 1 1 "Female" 55
1992 3 8 1 1 "Male" 69
1992 3 3 3 2 "Male" 23
1992 1 3 1 1 "Male" 69
1992 4 8 4 3 "Female" 65
1992 4 2 2 2 "Female" 51
1992 3 2 1 2 "Male" 22
1992 1 2 2 1 "Female" 65
1992 3 2 1 1 "Male" 23
1992 3 2 2 2 "Male" 61
1992 2 4 3 2 "Male" 60
1992 8 8 2 2 "Female" 33
1992 3 2 2 2 "Male" 19
1992 2 4 3 2 "Male" 34
1992 1 2 3 1 "Female" 40
1992 2 2 2 2 "Female" 41
1992 2 4 2 2 "Female" 20
1992 3 3 1 1 "Female" 39
1992 3 3 3 2 "Female" 29
1992 3 2 2 2 "Female" 51
1992 2 2 3 2 "Female" 45
1992 3 2 2 2 "Male" 27
1992 3 8 2 2 "Male" 28
1992 2 8 3 8 "Male" 19
1992 2 3 3 3 "Female" 31
1992 3 2 2 2 "Male" 39
1992 3 8 1 8 "Male" 72
1992 3 2 4 8 "Female" 21
1992 2 2 3 2 "Female" 56
1992 1 2 1 1 "Male" 40
1992 2 2 3 2 "Male" 34
1992 2 8 2 2 "Male" 56
1992 4 1 1 1 "Female" 54
1992 1 4 1 1 "Female" 41
1992 4 2 1 1 "Male" 51
1992 2 2 1 1 "Male" 44
1992 4 8 1 1 "Male" 37
1992 3 2 2 2 "Female" 34
1992 3 8 2 1 "Male" 63
1992 1 2 1 1 "Female" 31
1992 1 2 1 1 "Female" 41
1992 2 8 2 1 "Male" 73
1992 2 2 2 2 "Male" 40
1992 3 3 3 2 "Male" 22
1992 2 3 1 1 "Female" 58
1992 2 1 1 2 "Male" 56
1992 3 3 2 2 "Male" 59
1992 2 3 2 2 "Male" 26
1992 2 2 2 2 "Male" 19
1992 3 3 3 2 "Male" 69
1992 4 8 8 8 "Female" 58
1992 4 3 1 2 "Male" 78
1992 2 3 3 2 "Male" 40
1992 2 2 2 1 "Female" 51
1992 3 8 2 1 "Male" 57
1992 8 2 2 1 "Female" 20
1992 2 2 1 1 "Female" 46
1992 2 3 2 1 "Female" 37
1992 3 2 2 2 "Female" 80
1992 8 2 2 2 "Male" 94
1992 3 3 1 3 "Female" 39
1992 3 2 2 1 "Male" 33
1992 2 3 3 1 "Male" 31
1992 3 2 2 2 "Male" 33
1992 3 3 2 2 "Female" 32
1992 3 2 2 2 "Female" 69
1992 3 3 2 1 "Female" 19
1992 2 2 3 1 "Male" 38
1992 3 3 1 1 "Male" 25
1992 2 3 8 2 "Female" 51
1992 3 2 1 1 "Male" 61
1992 2 3 3 2 "Male" 27
1992 2 2 2 1 "Male" 45
1992 2 3 3 3 "Female" 37
1992 3 8 2 2 "Female" 36
1992 1 1 1 1 "Male" 52
1992 3 3 3 2 "Female" 30
1992 3 3 2 1 "Male" 42
1992 4 3 2 2 "Female" 45
1992 3 3 2 2 "Male" 44
1992 2 2 2 2 "Female" 49
1992 3 3 2 1 "Male" 75
1992 2 2 2 2 "Male" 37
1992 3 2 2 2 "Female" 71
1992 3 2 2 2 "Female" 32
1992 4 2 1 1 "Male" 64
1992 1 3 3 2 "Female" 61
1992 3 8 2 3 "Female" 31
1992 3 2 1 1 "Male" 41
1992 2 2 3 2 "Female" 44
1992 3 2 2 2 "Male" 39
1992 4 3 2 1 "Female" 66
1992 3 2 2 2 "Female" 52
1992 3 2 2 1 "Male" 66
1992 2 3 2 2 "Female" 52
1992 3 2 1 2 "Female" 42
1992 3 2 2 2 "Male" 69
1992 3 2 2 1 "Female" 62
1992 2 2 1 2 "Female" 40
1992 2 1 3 1 "Male" 39
1992 2 3 2 3 "Female" 45
1992 1 8 2 2 "Male" 59
1992 2 8 3 2 "Female" 47
1992 2 2 3 2 "Female" 49
1992 3 2 3 2 "Male" 52
1992 4 1 1 1 "Female" 39
1992 3 3 1 2 "Female" 34
1992 1 3 1 1 "Female" 39
1992 3 3 2 8 "Male" 57
1992 3 3 2 1 "Male" 37
1992 3 3 1 1 "Male" 36
1992 2 8 2 2 "Female" 65
1992 2 8 2 1 "Female" 38
1992 1 8 1 1 "Female" 67
1992 3 3 2 1 "Female" 18
1992 3 8 2 2 "Female" 71
1992 2 2 2 1 "Male" 32
1992 4 2 2 1 "Female" 66
1992 4 8 1 1 "Female" 46
1992 1 3 1 1 "Male" 55
1992 3 3 1 2 "Female" 62
1992 2 3 3 2 "Male" 34
1992 3 2 1 1 "Female" 55
1992 2 2 1 1 "Male" 63
1992 1 3 4 2 "Male" 23
1992 3 3 3 1 "Male" 48
1992 3 3 2 1 "Female" 64
1992 3 8 2 1 "Female" 58
1992 3 2 2 1 "Female" 61
1992 3 2 3 2 "Male" 32
1992 3 2 2 2 "Female" 37
1992 2 3 8 3 "Female" 21
1992 2 3 2 2 "Male" 34
1992 1 2 2 2 "Female" 34
1992 4 3 2 2 "Male" 28
1992 3 8 2 2 "Female" 72
1992 2 3 3 2 "Male" 37
1992 2 3 2 1 "Male" 52
1992 3 3 2 2 "Male" 53
1992 2 8 2 2 "Male" 51
1992 8 4 3 2 "Male" 66
1992 3 3 2 2 "Male" 53
1992 3 2 1 1 "Female" 42
